JobTitle,Company,Location,PostDate,Summary,JobUrl
Software Development Co-op/ Intern,NOKIA,"Hybrid remote in Ottawa, ON","Posted
Today",Design and develop automation infrastructure and tool enhancements to maximize the effectiveness and productivity of ION Optics feature teams and test teams in…,https://ca.indeed.com/rc/clk?jk=a225371bca4e5107&fccid=3444e7c94299ba32&vjs=3
Analyst (Data Analytics and Reporting Team),University of Waterloo,"Waterloo, ON","Posted
Posted 30+ days ago","2 years’ experience in at least one area of expertise (business analysis, software quality assurance, continuous process improvement, project management,…",https://ca.indeed.com/rc/clk?jk=c634bedcb0b70fcf&fccid=5bcffa6277080afe&vjs=3
CAD Technologist Student - May 2023 Start,GeoVerra,Remote,"Posted
Posted 1 day ago","Prepare files, maps and data for survey projects.
Assist with records management, data loading and quality assurance.",https://ca.indeed.com/rc/clk?jk=f095e2760f1f8c9b&fccid=2cf93df3bbc039e6&vjs=3
Threat Analyst (Canada Remote),Sophos,Remote in Canada,"Posted
Posted 30+ days ago","Basic understanding of Windows event log analysis.
Experience with enterprise information security data management - SIEM experience.
A plus if you have:",https://ca.indeed.com/rc/clk?jk=c1b84b917ed1520b&fccid=42762dc104fdf9ef&vjs=3
Data & AI Compliance Manager,Accenture,"Toronto, ON","Posted
Posted 6 days ago","Deep knowledge of data governance, data management principles, strategies and frameworks;
Relevant certifications (such as in data privacy, data governance,…",https://ca.indeed.com/rc/clk?jk=d14bca1e5df1defa&fccid=a4e4e2eaf26690c9&vjs=3
ATL - 2023 Finance Graduate Leadership Program - Data and An...,Bell Canada,"Bedford, NS","Posted
Posted 30+ days ago","Comfortable with big data analytics and deep dive analysis.
Working knowledge of statistics and statistical data analysis techniques and their application (i.e.…",https://ca.indeed.com/rc/clk?jk=0e1998d25e45b1a3&fccid=0539c14774e3fbb6&vjs=3
Data & Analytics Manager,The Minto Group,"Ottawa, ON","Posted
Posted 3 days ago","Perform data profiling, data quality analysis and the development of data quality rules to support monitoring and remediation activities.",https://ca.indeed.com/rc/clk?jk=524f865ef6e9652e&fccid=2e753a418f3f912a&vjs=3
Document & Data Management Specialist,Fluor Corporation,"Remote in Vancouver, BC","Posted
Posted 21 days ago","Analysis of execution reporting such as engineering, supplier data, squad check progress including providing instruction to execution to improve quality.",https://ca.indeed.com/rc/clk?jk=e00cf00eba09ba8f&fccid=a80fee72384b4211&vjs=3
Risk Analyst (100% Remote),Bitfinex,Remote,"Posted
Posted 30+ days ago","Good understanding of trading, data analysis, scenario analysis and what-if analysis.
An understanding of programming languages with a strong skillset in data…",https://ca.indeed.com/rc/clk?jk=d1065fc0d5192318&fccid=96c004b9f25bdd10&vjs=3
Data Consultant (Canada - Toronto),Kainos,"Toronto, ON","Posted
Posted 6 days ago","Extensive experience of business analysis in data-intensive technical environments such as Data Platforms and Big Data, involved from analysis through to…",https://ca.indeed.com/rc/clk?jk=3f7b0bcf375c1a65&fccid=538421af10c1dd1a&vjs=3
Senior Data Scientist,Geotab,"Remote in Oakville, ON","Posted
Posted 30+ days ago","Implement new statistical or mathematical methodologies for specific models of data analysis.
As a Senior Data Scientist your key area of responsibility will be…",https://ca.indeed.com/rc/clk?jk=58bc6c4bff35b71b&fccid=31921a4bf53a6026&vjs=3
Data Governance Team Manager,Gartner,"Quebec City, QC","Posted
Posted 1 day ago","Accountable for defining and maintaining data quality requirements and business rules for assigned data elements, enabling the resolution of data issues.",https://ca.indeed.com/rc/clk?jk=3f343fe08fcc7ea4&fccid=be293f1def77a963&vjs=3
Research Analyst,Centre for Addiction and Mental Health,"Toronto, ON","Posted
Posted 14 days ago",The Research Analyst will provide support in maintaining neuroimaging data collected from multiple research studies and will assist in quality control and…,https://ca.indeed.com/rc/clk?jk=2030d0cc471f4fad&fccid=b73617af558c30fd&vjs=3
Health Promotion & Research Analyst (Public Health) - Tempor...,Region of Waterloo,"Waterloo, ON","Posted
Posted 30+ days ago",Computer skills with ability to use software such as Microsoft Office; information and document management systems; internet-based searching; and qualitative…,https://ca.indeed.com/rc/clk?jk=ef3722b8925e1489&fccid=a3ec7975a36331e3&vjs=3
"Analyst, Investment Consulting",WTW,"Toronto, ON","Posted
Posted 30+ days ago","Collect data and perform calculations or analysis necessary to produce reports and support consultants.
Relocation is not offered for this position.",https://ca.indeed.com/rc/clk?jk=65c435950d3f66fe&fccid=7e883e8ff0d69499&vjs=3
"Lead, Strategy",Ontario Health,Ontario,"Posted
Posted 8 days ago","Superior analytical skills, including data analysis and interpretation, especially in support of strategic planning and decision-making.",https://ca.indeed.com/rc/clk?jk=16b8d6c0f844e61d&fccid=942edb5b2679caa0&vjs=3
Data Analyst,Peter Mielzynski Agencies,"Oakville, ON","Posted
Posted 30+ days ago","Produce pre and post analysis on trade promotions with recommendations to trade development.
Delivery on monthly performance analysis identifying specific…",https://ca.indeed.com/rc/clk?jk=5106a0ccb2f3e4b8&fccid=036b2df4aa96af63&vjs=3
Senior Data Analyst (Business Intelligence),TELUS,"Toronto, ON","Posted
Posted 10 days ago","9+ years of data analytics and reporting.
Design and build data models, views, BI semantic layers, and BI assets for governed reporting and self-service data…",https://ca.indeed.com/rc/clk?jk=700294cff8b00bcd&fccid=ed81336789a877c2&vjs=3
Commodities Trading Analyst,Direct Energy,"Calgary, AB","Posted
Today","Perform market fundamental analysis as requested.
Strong analytical skills with strong IT and/or data management skills.",https://ca.indeed.com/rc/clk?jk=5c4a0ff5e442d459&fccid=ba62ec521e3e5609&vjs=3
Financial Analyst - Internal Function,Deloitte,"Remote in Toronto, ON","Posted
Today","You will also work on exciting projects, such as building data driven insight models and redefining process workflows through collaboration with other business…",https://ca.indeed.com/rc/clk?jk=1cc44a57a39d0c77&fccid=9e215d88a6b33622&vjs=3
Cybersecurity Consultant - CTR Team,EY,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Support the planning, build, execution, analysis, and reporting the results of Cyber Threat Simulation exercises in support of the Cyber Threat Readiness Teams’…",https://ca.indeed.com/rc/clk?jk=9d7f054f20b1e980&fccid=1544766d4c2915b0&vjs=3
Research/Policy Officer,Government of Saskatchewan,"Regina, SK","Posted
Posted 2 days ago","This includes verifying data and identifying data quality issues, investigating the source of the issues, initiating corrective action, and confirming issues…",https://ca.indeed.com/rc/clk?jk=8dbe100d18fff2aa&fccid=46b05e24085a766c&vjs=3
Senior Data Engineer,Microsoft,"Vancouver, BC","Posted
Posted 30+ days ago","On our security research team, data analysis and implementing corresponding solutions is a fundamental part of how we protect customers.",https://ca.indeed.com/rc/clk?jk=f4f701920fb93af8&fccid=734cb5a01ee60f80&vjs=3
Data Scientist III,TD Bank,"Toronto, ON","Posted
Posted 2 days ago",Analytical thought leadership and stay current on developments in data mining and the application of data science.,https://ca.indeed.com/rc/clk?jk=39486119735eba64&fccid=d7114f1cac8d0711&vjs=3
Transportation Data Analyst - Remote,Buy Box Experts,"Remote in National Capital Region, ON","Posted
Posted 30+ days ago","Review carrier performance to ensure on-time delivery, cost efficiency, and ongoing analysis of freight spend.
Windows 10 and above or MAC OSX operating system.",https://ca.indeed.com/rc/clk?jk=0138392986dcecfb&fccid=9a5cecc188e82e1d&vjs=3
Vulnerability Researcher,Trend Micro,"Toronto, ON","Posted
Posted 30+ days ago","Collaborate with other vulnerability researchers on research, analysis and report production.
This role produces the intelligence which ensures that Trend Micro…",https://ca.indeed.com/rc/clk?jk=44ad472c0d44db9a&fccid=db9e6b2d86b4afad&vjs=3
"Senior Analyst, Analytics",Ontario Health,"Toronto, ON","Posted
Today","Previous experience of data analysis techniques, statistical methodologies, and quality management philosophy.
Want to make a difference in your career?",https://ca.indeed.com/rc/clk?jk=38f5a82e1371bcfd&fccid=942edb5b2679caa0&vjs=3
"Winter 2023 Student Opportunities, Data Analyst, Technology...",Royal Bank of Canada,"Toronto, ON","Posted
Posted 30+ days ago","Prior experience in data integration of disparate data sources.
Apply data warehouse concepts and methodologies to various projects.
What’s in it for you?",https://ca.indeed.com/rc/clk?jk=d2089471b36e653d&fccid=537b899e30af3338&vjs=3
Associate III - Business Analysis,UST,"Toronto, ON","Posted
Posted 6 days ago","Primary Tasks Ensure the effective gathering of requirements including analysis, elaboration and co-ordination with business owners and implementation.",https://ca.indeed.com/rc/clk?jk=b63c31f19fc84da2&fccid=810178099fb1fcbc&vjs=3
Specialist Data Center & Disaster Recovery Infrastructure,Canadian National Railway,Canada,"Posted
Posted 30+ days ago","The Specialist will introduce optimizations and improvements based on test results and analysis.
This includes the analysis of the simulations and test results,…",https://ca.indeed.com/rc/clk?jk=59ac3f207fd395bb&fccid=e396b9cc28927095&vjs=3
Social Media Specialist,CADTH,"Remote in Ottawa, ON","Posted
Today","Monitor performance, evaluate results, and provide regular reports and analysis.
Provide strategic social media and email marketing analysis, advice and…",https://ca.indeed.com/rc/clk?jk=aedc572fd2748845&fccid=a8418ab5e2da4c3a&vjs=3
Data Analyst - North American Integrated Analytics Team,Munich Re,"Toronto, ON","Posted
Posted 30+ days ago","Conduct in-depth data analysis, Diagnose and remediate underlying data issues acting as the single point of contact and owner for data integrity, accuracy, and…",https://ca.indeed.com/rc/clk?jk=537ff8a0f1046491&fccid=d4448c192a012f32&vjs=3
CAD Designer,GEI Consultants Inc,"Markham, ON","Posted
Posted 8 days ago","Develop grading plans from existing survey data.
Experienced with standard analysis programs, AutoCAD, Civil 3D, Microsoft office programs, and other associated…",https://ca.indeed.com/rc/clk?jk=08057394e8094548&fccid=908bc786b906bc2f&vjs=3
Senior Data Engineer,TELUS,"Toronto, ON","Posted
Posted 30+ days ago","As a Sr. Data Engineer, you will lead the team across our data strategy, analysis, data integration, and data management.",https://ca.indeed.com/rc/clk?jk=f2be7935076bb235&fccid=ed81336789a877c2&vjs=3
Data scientist,Koïos Intelligence,"Montréal, QC","Posted
Posted 30+ days ago","Analyze source data, working with structured and unstructured data.
Relevant statistical analysis work experience required.",https://ca.indeed.com/rc/clk?jk=b746650d401ed497&fccid=f09dfec6eeec481a&vjs=3
Consumer Data Analyst,Federated Co-operatives Limited,"Saskatoon, SK","Posted
Posted 7 days ago","You will review data used for reporting, perform analysis, and make recommendations on data required to support the Food Department projects.",https://ca.indeed.com/rc/clk?jk=5737f410a526a922&fccid=3eb196da8551a906&vjs=3
Document Controller,Parker Drilling Company,"St. John's, NL","Posted
Posted 21 days ago","Ability to gather, analyze, and interpret data.
Retain documentation and records for as long as needed to facilitate analysis and determine the necessity for…",https://ca.indeed.com/rc/clk?jk=0b562cb29c317756&fccid=72af0536a73f5103&vjs=3
Casual Research Assistant (Zawati),McGill University,"Remote in Montréal, QC","Posted
Posted 30+ days ago","Experience with data analysis relevant software (eg. Excel or SPSS).
Good practical experience in research and quantitative analysis.",https://ca.indeed.com/rc/clk?jk=0fdfe8e9378f2002&fccid=367ae0b0728910f4&vjs=3
System Administrator,Government of Alberta,"Edmonton, AB","Posted
Posted 3 days ago","SDA leads the data development, business intelligence, analytics, research and open data functions on behalf of Seniors, Community and Social Services.",https://ca.indeed.com/rc/clk?jk=0121f02e30c27467&fccid=06eb55e7689c0bc2&vjs=3
Data Modeler,IBM,"Toronto, ON
+1 location","Posted
Posted 12 days ago","Experience with data warehouse, data lake, and enterprise big data platforms..
Strong experience in data analysis and architecture, ability to influence end-to…",https://ca.indeed.com/rc/clk?jk=0fe54bd24472c179&fccid=de71a49b535e21cb&vjs=3
Data Analyst (Temporary - 2months contract),AFL Telecommunications LLC,"Hybrid remote in Surrey, BC","Posted
Today","Experience with ticketing system (Service Now, JIRA) data sets and object-oriented data structure is preferred; organization also uses Excel-based data set…",https://ca.indeed.com/rc/clk?jk=7e73b4d120ea2750&fccid=de61ab7c02b43d8c&vjs=3
Data Scientist,Moneris Solutions,"Remote in Toronto, ON","Posted
Posted 30+ days ago",Partner with data engineering and data analytics teams to ensure that data structures and data pipeline enhances data science applications and shortens…,https://ca.indeed.com/rc/clk?jk=0bc06da8b0c994d8&fccid=3308ce641126a211&vjs=3
Senior Environmental Data Management (EDM) Specialist,Jacobs,"Calgary, AB","Posted
Posted 22 days ago","Experience with designing and automating digital workflows ranging from project planning, mobile data collection and data engineering, to data warehousing,…",https://ca.indeed.com/rc/clk?jk=dce635ae1e3fd9de&fccid=de56d7554bea5214&vjs=3
